,SampleID,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
80,barcode14,barcode14_contig_2,1101159,1101374,+,ssaG,1-216/216,===============,0/0,100.0,100.0,vfdb,NP_460371,(ssaG) type III secretion system needle filament protein SsaG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
81,barcode14,barcode14_contig_2,1101415,1101642,+,ssaH,1-228/228,===============,0/0,100.0,99.56,vfdb,NP_460372,(ssaH) type III secretion system protein SsaH [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
82,barcode14,barcode14_contig_2,1101654,1101902,+,ssaI,1-249/249,===============,0/0,100.0,100.0,vfdb,NP_460373,(ssaI) type III secretion system inner rod protein SsaI [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
83,barcode14,barcode14_contig_2,1101899,1102648,+,ssaJ,1-750/750,===============,0/0,100.0,99.07,vfdb,NP_460374,(ssaJ) type III secretion system inner MS ring protein SsaJ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
84,barcode14,barcode14_contig_2,1103211,1103885,+,ssaK,1-675/675,===============,0/0,100.0,99.11,vfdb,NP_460376,(ssaK) type III secretion system stator SsaK [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
85,barcode14,barcode14_contig_2,1103851,1104867,+,ssaL,1-1017/1017,===============,0/0,100.0,99.31,vfdb,NP_460377,(ssaL) type III secretion system gatekeeper SsaL [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
86,barcode14,barcode14_contig_2,1104925,1105293,+,ssaM,1-369/369,===============,0/0,100.0,99.73,vfdb,NP_460378,(ssaM) type III secretion system protein SsaM [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
87,barcode14,barcode14_contig_2,1105278,1107323,+,ssaV,1-2046/2046,===============,0/0,100.0,99.71,vfdb,NP_460379,(ssaV) type III secretion system major export apparatus protein ssaV [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
88,barcode14,barcode14_contig_2,1107313,1108614,+,ssaN,1-1302/1302,===============,0/0,100.0,99.0,vfdb,NP_460380,(ssaN) type III secretion system ATPase SsaN [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
89,barcode14,barcode14_contig_2,1108617,1108994,+,ssaO,1-378/378,===============,0/0,100.0,100.0,vfdb,NP_460381,(ssaO) type III secretion system stalk protein SsaO [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
90,barcode14,barcode14_contig_2,1108975,1109349,+,ssaP,1-375/375,===============,0/0,100.0,99.73,vfdb,NP_460382,(ssaP) type III secretion system needle length regulator SsaP [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
91,barcode14,barcode14_contig_2,1109330,1110298,+,ssaQ,1-969/969,===============,0/0,100.0,98.56,vfdb,NP_460383,(ssaQ) type III secretion system C ring protein SsaQ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
92,barcode14,barcode14_contig_2,1110366,1111013,+,ssaR,1-648/648,===============,0/0,100.0,98.92,vfdb,NP_460384,(ssaR) type III secretion system minor export apparatus protein SsaR [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
93,barcode14,barcode14_contig_2,1111010,1111276,+,ssaS,1-267/267,===============,0/0,100.0,99.62,vfdb,NP_460385,(ssaS) type III secretion system minor export apparatus protein SsaS [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
94,barcode14,barcode14_contig_2,1111277,1112057,+,ssaT,1-780/780,========/======,1/1,100.0,98.46,vfdb,NP_460386,(ssaT) type III secretion system minor export apparatus protein SsaT [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
95,barcode14,barcode14_contig_2,1112054,1113112,+,ssaU,1-1059/1059,===============,0/0,100.0,99.43,vfdb,NP_460387,(ssaU) type III secretion system export apparatus switch protein SsaU [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
96,barcode14,barcode14_contig_2,1278487,1279121,-,steA,1-633/633,========/======,2/2,100.0,94.65,vfdb,NP_460542,(steA) type III secretion system effector SteA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
97,barcode14,barcode14_contig_2,1301158,1302108,+,sifB,1-951/951,===============,0/0,100.0,99.47,vfdb,NP_460561,(sifB) type III secretion system effector SifB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
98,barcode14,barcode14_contig_2,1328603,1329008,+,steB,1-402/402,========/======,1/4,100.0,99.02,vfdb,AAL20547,(steB) type III secretion system effector SteB [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
99,barcode14,barcode14_contig_2,1330279,1331505,+,sseJ,1-1227/1227,===============,0/0,100.0,99.84,vfdb,NP_460590,(sseJ) type III secretion system effector SseJ glycerophospholipid:cholesterol acyltransferase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
100,barcode14,barcode14_contig_2,1399157,1400530,-,steC,1-1374/1374,===============,0/0,100.0,98.4,vfdb,NP_460656,(steC) type III secretion system effector SteC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
101,barcode14,barcode14_contig_2,1560871,1561594,-,sopE2,1-723/723,========/======,1/1,100.0,99.59,vfdb,NP_460811,(sopE2) type III secretion system effector SopE2 guanine nucleotide exchange factor [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
102,barcode14,barcode14_contig_2,1779160,1781508,+,sopA,1-2349/2349,===============,0/0,100.0,99.4,vfdb,NP_461011,(sopA) type III secretion system effector SopA E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
103,barcode14,barcode14_contig_2,1881996,1883042,+,sseK2,1-1047/1047,===============,0/0,100.0,98.47,vfdb,NP_461081,(sseK2) type III secretion system effector SseK2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
104,barcode14,barcode14_contig_2,1981956,1984322,-,sspH2,1-2367/2367,===============,0/0,100.0,99.87,vfdb,NP_461184,(sspH2) type III secretion system effector SspH2 E3 ubiquitin ligase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
105,barcode14,barcode14_contig_2,2035844,2036798,+,sseL,1-954/954,========/======,1/1,100.0,96.55,vfdb,NP_461229,(sseL) type III secretion system effector SseL deubiquitinase [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
106,barcode14,barcode14_contig_3,75821,78179,+,faeD,82-2439/2439,========/======,3/5,96.6,82.42,vfdb,YP_002295985,(faeD) fimbrial usher protein FaeD [K88 pili/F4 fimbriae (AI040)] [Escherichia coli SE11],
107,barcode14,barcode14_contig_3,78229,78938,+,faeE,28-737/777,========/======,2/2,91.25,83.97,vfdb,YP_002295986,(faeE) fimbrial chaperone FaeE [K88 pili/F4 fimbriae (AI040)] [Escherichia coli SE11],
108,barcode14,barcode14_contig_3,135976,137997,-,fyuA,1-2022/2022,===============,0/0,100.0,97.03,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
109,barcode14,barcode14_contig_3,138128,139705,-,ybtE,1-1578/1578,===============,0/0,100.0,96.96,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
110,barcode14,barcode14_contig_3,139709,140512,-,ybtT,1-804/804,===============,0/0,100.0,98.26,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
111,barcode14,barcode14_contig_3,140509,141609,-,ybtU,1-1101/1101,===============,0/0,100.0,97.55,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
112,barcode14,barcode14_contig_3,141606,151104,-,irp1,1-9492/9492,========/======,2/7,100.0,97.09,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
113,barcode14,barcode14_contig_3,151192,157299,-,irp2,1-6108/6108,===============,0/0,100.0,97.64,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
114,barcode14,barcode14_contig_3,157490,158449,-,ybtA,1-960/960,===============,0/0,100.0,97.92,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
115,barcode14,barcode14_contig_3,158817,160619,+,ybtP,1-1803/1803,===============,0/0,100.0,97.5,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
116,barcode14,barcode14_contig_3,160606,162408,+,ybtQ,1-1803/1803,===============,0/0,100.0,97.0,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
117,barcode14,barcode14_contig_3,162401,163682,+,ybtX,1-1281/1281,========/======,1/1,100.0,97.97,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
118,barcode14,barcode14_contig_3,163710,165009,+,ybtS,1-1300/1305,===============,0/0,99.62,92.69,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
0,barcode15,barcode15_contig_1,10422,12788,+,sspH2,1-2367/2367,===============,0/0,100.0,99.87,vfdb,NP_461184,(sspH2) type III secretion system effector SspH2 E3 ubiquitin ligase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
1,barcode15,barcode15_contig_1,111698,112744,-,sseK2,1-1047/1047,===============,0/0,100.0,98.47,vfdb,NP_461081,(sseK2) type III secretion system effector SseK2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
2,barcode15,barcode15_contig_1,213223,215571,-,sopA,1-2349/2349,===============,0/0,100.0,99.4,vfdb,NP_461011,(sopA) type III secretion system effector SopA E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
3,barcode15,barcode15_contig_1,433116,433838,+,sopE2,1-723/723,===============,0/0,100.0,99.72,vfdb,NP_460811,(sopE2) type III secretion system effector SopE2 guanine nucleotide exchange factor [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
4,barcode15,barcode15_contig_1,594171,595544,+,steC,1-1374/1374,===============,0/0,100.0,98.4,vfdb,NP_460656,(steC) type III secretion system effector SteC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
5,barcode15,barcode15_contig_1,663187,664413,-,sseJ,1-1227/1227,===============,0/0,100.0,99.84,vfdb,NP_460590,(sseJ) type III secretion system effector SseJ glycerophospholipid:cholesterol acyltransferase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
6,barcode15,barcode15_contig_1,665683,666088,-,steB,1-402/402,========/======,1/4,100.0,99.02,vfdb,AAL20547,(steB) type III secretion system effector SteB [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
7,barcode15,barcode15_contig_1,692583,693533,-,sifB,1-951/951,===============,0/0,100.0,99.47,vfdb,NP_460561,(sifB) type III secretion system effector SifB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
8,barcode15,barcode15_contig_1,715569,716202,+,steA,1-633/633,========/======,1/1,100.0,94.8,vfdb,NP_460542,(steA) type III secretion system effector SteA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
9,barcode15,barcode15_contig_1,881560,882618,-,ssaU,1-1059/1059,===============,0/0,100.0,99.53,vfdb,NP_460387,(ssaU) type III secretion system export apparatus switch protein SsaU [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
10,barcode15,barcode15_contig_1,882615,883395,-,ssaT,1-780/780,========/======,1/1,100.0,98.46,vfdb,NP_460386,(ssaT) type III secretion system minor export apparatus protein SsaT [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
11,barcode15,barcode15_contig_1,883396,883662,-,ssaS,1-267/267,===============,0/0,100.0,99.62,vfdb,NP_460385,(ssaS) type III secretion system minor export apparatus protein SsaS [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
12,barcode15,barcode15_contig_1,883659,884306,-,ssaR,1-648/648,===============,0/0,100.0,98.92,vfdb,NP_460384,(ssaR) type III secretion system minor export apparatus protein SsaR [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
13,barcode15,barcode15_contig_1,884374,885342,-,ssaQ,1-969/969,===============,0/0,100.0,98.56,vfdb,NP_460383,(ssaQ) type III secretion system C ring protein SsaQ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
14,barcode15,barcode15_contig_1,885323,885697,-,ssaP,1-375/375,===============,0/0,100.0,99.73,vfdb,NP_460382,(ssaP) type III secretion system needle length regulator SsaP [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
15,barcode15,barcode15_contig_1,885678,886055,-,ssaO,1-378/378,===============,0/0,100.0,100.0,vfdb,NP_460381,(ssaO) type III secretion system stalk protein SsaO [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
16,barcode15,barcode15_contig_1,886058,887359,-,ssaN,1-1302/1302,===============,0/0,100.0,99.0,vfdb,NP_460380,(ssaN) type III secretion system ATPase SsaN [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
17,barcode15,barcode15_contig_1,887349,889394,-,ssaV,1-2046/2046,===============,0/0,100.0,99.71,vfdb,NP_460379,(ssaV) type III secretion system major export apparatus protein ssaV [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
18,barcode15,barcode15_contig_1,889379,889747,-,ssaM,1-369/369,===============,0/0,100.0,99.73,vfdb,NP_460378,(ssaM) type III secretion system protein SsaM [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
19,barcode15,barcode15_contig_1,889805,890821,-,ssaL,1-1017/1017,===============,0/0,100.0,99.31,vfdb,NP_460377,(ssaL) type III secretion system gatekeeper SsaL [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
20,barcode15,barcode15_contig_1,890787,891461,-,ssaK,1-675/675,===============,0/0,100.0,99.11,vfdb,NP_460376,(ssaK) type III secretion system stator SsaK [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
21,barcode15,barcode15_contig_1,892024,892773,-,ssaJ,1-750/750,===============,0/0,100.0,99.07,vfdb,NP_460374,(ssaJ) type III secretion system inner MS ring protein SsaJ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
22,barcode15,barcode15_contig_1,892770,893018,-,ssaI,1-249/249,===============,0/0,100.0,100.0,vfdb,NP_460373,(ssaI) type III secretion system inner rod protein SsaI [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
23,barcode15,barcode15_contig_1,893030,893257,-,ssaH,1-228/228,===============,0/0,100.0,99.56,vfdb,NP_460372,(ssaH) type III secretion system protein SsaH [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
24,barcode15,barcode15_contig_1,893298,893513,-,ssaG,1-216/216,===============,0/0,100.0,100.0,vfdb,NP_460371,(ssaG) type III secretion system needle filament protein SsaG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
25,barcode15,barcode15_contig_1,893607,894296,-,sseG,1-690/690,===============,0/0,100.0,98.26,vfdb,NP_460370,(sseG) type III secretion system effector SseG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
26,barcode15,barcode15_contig_1,894293,895075,-,sseF,1-783/783,===============,0/0,100.0,98.21,vfdb,NP_460369,(sseF) type III secretion system effector SseF [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
27,barcode15,barcode15_contig_1,895091,895525,-,sscB,1-435/435,===============,0/0,100.0,100.0,vfdb,NP_460368,(sscB) chaperone for sseF [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
28,barcode15,barcode15_contig_1,895577,895994,-,sseE,1-417/417,========/======,1/1,100.0,99.52,vfdb,NP_460367,(sseE) type III secretion system effector SseE [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
29,barcode15,barcode15_contig_1,895997,896584,-,sseD,1-588/588,===============,0/0,100.0,100.0,vfdb,NP_460366,(sseD) type III secretion system hydrophilic translocator pore protein SseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
30,barcode15,barcode15_contig_1,896600,898054,-,sseC,1-1455/1455,===============,0/0,100.0,98.69,vfdb,NP_460365,(sseC) type III secretion system hydrophilic translocator pore protein SseC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
31,barcode15,barcode15_contig_1,898057,898530,-,sscA,1-474/474,===============,0/0,100.0,98.73,vfdb,NP_460364,(sscA) chaperone for sseC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
32,barcode15,barcode15_contig_1,898527,899117,-,sseB,1-591/591,===============,0/0,100.0,98.82,vfdb,NP_460363,(sseB) type III secretion system effector SseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
33,barcode15,barcode15_contig_1,899124,899450,-,sseA,1-327/327,===============,0/0,100.0,98.78,vfdb,NP_460362,(sseA) chaperone for sseB and sseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
34,barcode15,barcode15_contig_1,899714,899956,-,ssaE,1-243/243,===============,0/0,100.0,100.0,vfdb,NP_460361,(ssaE) chaperone for sseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
35,barcode15,barcode15_contig_1,899964,901175,-,ssaD,1-1212/1212,===============,0/0,100.0,99.34,vfdb,NP_460360,(ssaD) type III secretion system outer MS ring protein SsaD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
36,barcode15,barcode15_contig_1,901156,902649,-,ssaC,1-1494/1494,===============,0/0,100.0,99.06,vfdb,NP_460359,(ssaC) type III secretion system secretin SsaC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
37,barcode15,barcode15_contig_1,902651,903053,-,spiC/ssaB,1-402/402,========/======,1/1,100.0,99.75,vfdb,NP_460358,(spiC/ssaB) type III secretion system protein SsaB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
38,barcode15,barcode15_contig_1,1070000,1071010,+,sifA,1-1011/1011,===============,0/0,100.0,99.7,vfdb,NP_460194,(sifA) type III secretion system effector SifA N-terminal SKIP-binding domain C-terminal guanine nucleotide exchange factor activity [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
39,barcode15,barcode15_contig_1,1148391,1148717,-,csgC,1-327/327,===============,0/0,100.0,100.0,vfdb,NP_460116,(csgC) curli assembly protein CsgC [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
40,barcode15,barcode15_contig_1,1148779,1149234,-,csgA,1-456/456,===============,0/0,100.0,99.78,vfdb,NP_460115,(csgA) curlin major subunit CsgA [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
41,barcode15,barcode15_contig_1,1149276,1149731,-,csgB,1-456/456,===============,0/0,100.0,100.0,vfdb,NP_460114,(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
42,barcode15,barcode15_contig_1,1150486,1151136,+,csgD,1-651/651,===============,0/0,100.0,99.39,vfdb,NP_460113,(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
43,barcode15,barcode15_contig_1,1151141,1151536,+,csgE,1-396/396,===============,0/0,100.0,99.75,vfdb,NP_460112,(csgE) curli production assembly/transport protein CsgE [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
44,barcode15,barcode15_contig_1,1151563,1151979,+,csgF,1-417/417,===============,0/0,100.0,100.0,vfdb,NP_460111,(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
45,barcode15,barcode15_contig_1,1152006,1152839,+,csgG,1-834/834,===============,0/0,100.0,99.64,vfdb,NP_460110,(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
46,barcode15,barcode15_contig_1,1200958,1202643,+,sopB/sigD,1-1686/1686,===============,0/0,100.0,99.82,vfdb,NP_460064,(sopB/sigD) type III secretion system effector SopB phosphoinositide phosphatase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
47,barcode15,barcode15_contig_1,1203549,1204424,+,pipB,1-876/876,===============,0/0,100.0,99.43,vfdb,NP_460061,(pipB) type III secretion system effector PipB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
48,barcode15,barcode15_contig_1,1218857,1219909,+,ompA,1-1041/1041,========/======,1/12,100.0,89.55,vfdb,AAF37887,(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218],
49,barcode15,barcode15_contig_1,1248882,1249415,+,sodCI,1-534/534,===============,0/0,100.0,100.0,vfdb,NP_460019,(sodCI) Gifsy-2 prophage: superoxide dismutase precursor (Cu-Zn) [SodCI (VF0109)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
50,barcode15,barcode15_contig_1,1256205,1256558,+,grvA,1-354/354,===============,0/0,100.0,100.0,vfdb,AAG03023,(grvA) gifsy-2 related virulence gene [GrvA (VF0110)] [Salmonella enterica (serovar typhimurium)],
51,barcode15,barcode15_contig_1,1325741,1326700,-,sopD2,1-960/960,===============,0/0,100.0,99.58,vfdb,NP_459947,(sopD2) type III secretion system effector SopD2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
52,barcode15,barcode15_contig_1,1465494,1467792,-,slrP,1-2298/2298,========/======,1/1,100.0,99.78,vfdb,NP_459778,(slrP) type III secretion system effector SlrP E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
53,barcode15,barcode15_contig_1,1706172,1706899,-,entA,16-743/747,===============,0/0,97.46,80.5,vfdb,NP_752614,(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073],
54,barcode15,barcode15_contig_1,1706930,1707780,-,entB,1-851/858,===============,0/0,99.18,80.26,vfdb,NP_752613,(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073],
55,barcode15,barcode15_contig_1,1714361,1715268,+,fepG,86-993/993,.==============,0/0,91.44,80.51,vfdb,NP_752607,(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
56,barcode15,barcode15_contig_1,1715265,1716052,+,fepC,1-788/816,========/======,2/2,96.45,80.48,vfdb,NP_752606,(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073],
57,barcode15,barcode15_contig_1,1749006,1749524,-,fimF,1-519/519,===============,0/0,100.0,99.23,vfdb,NP_459543,(fimF) type I fimbriae adaptor protein FimF [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
58,barcode15,barcode15_contig_1,1749534,1750541,-,fimH,1-1008/1008,===============,0/0,100.0,98.21,vfdb,NP_459542,(fimH) type I fimbriae minor fimbrial subunit FimH adhesin [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
59,barcode15,barcode15_contig_1,1750556,1753168,-,fimD,1-2613/2613,===============,0/0,100.0,98.81,vfdb,NP_459541,(fimD) usher protein FimD [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
60,barcode15,barcode15_contig_1,1753200,1753892,-,fimC,1-693/693,===============,0/0,100.0,99.13,vfdb,NP_459540,(fimC) chaperone protein FimC [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
61,barcode15,barcode15_contig_1,1753936,1754469,-,fimI,1-534/534,===============,0/0,100.0,98.31,vfdb,NP_459539,(fimI) fimbrial protein internal segment [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
62,barcode15,barcode15_contig_1,3246944,3247639,+,mgtC,1-696/696,===============,0/0,100.0,99.86,vfdb,NP_462663,(mgtC) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
63,barcode15,barcode15_contig_1,3247859,3250585,+,mgtB,1-2727/2727,===============,0/0,100.0,99.23,vfdb,NP_462662,(mgtB) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
64,barcode15,barcode15_contig_1,3254439,3257306,-,misL,1-2868/2868,===============,0/0,100.0,99.51,vfdb,NP_462656,(misL) putative autotransporter [MisL (VF0397)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
