,SampleID,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
137,barcode08,barcode08_contig_1,3692067,3692699,-,steA,1-633/633,===============,0/0,100.0,94.94,vfdb,NP_460542,(steA) type III secretion system effector SteA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
138,barcode08,barcode08_contig_1,3714733,3715683,+,sifB,1-951/951,===============,0/0,100.0,99.47,vfdb,NP_460561,(sifB) type III secretion system effector SifB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
139,barcode08,barcode08_contig_1,3742178,3742583,+,steB,1-402/402,========/======,1/4,100.0,99.02,vfdb,AAL20547,(steB) type III secretion system effector SteB [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
140,barcode08,barcode08_contig_1,3743853,3745079,+,sseJ,1-1227/1227,===============,0/0,100.0,99.84,vfdb,NP_460590,(sseJ) type III secretion system effector SseJ glycerophospholipid:cholesterol acyltransferase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
141,barcode08,barcode08_contig_1,3812726,3814099,-,steC,1-1374/1374,===============,0/0,100.0,98.4,vfdb,NP_460656,(steC) type III secretion system effector SteC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
142,barcode08,barcode08_contig_1,3870453,3871273,-,galU,4-830/888,========/======,7/18,91.78,69.87,vfdb,NP_438972,(galU) glucosephosphate uridylyltransferase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
143,barcode08,barcode08_contig_1,3892844,3893673,-,kdsA,1-829/855,========/======,3/7,96.61,71.19,vfdb,NP_439706,(kdsA) 2-dehydro-3-deoxyphosphooctonate aldolase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
144,barcode08,barcode08_contig_1,3974437,3975159,-,sopE2,1-723/723,===============,0/0,100.0,99.72,vfdb,NP_460811,(sopE2) type III secretion system effector SopE2 guanine nucleotide exchange factor [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
145,barcode08,barcode08_contig_1,4037166,4039236,-,flhA,1-2071/2079,========/======,8/14,99.28,73.97,vfdb,YP_001006770,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
146,barcode08,barcode08_contig_1,4039256,4040380,-,flhB,1-1125/1152,========/======,15/38,96.01,68.53,vfdb,YP_001006771,(flhB) flagellar biosynthetic protein FlhB [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
147,barcode08,barcode08_contig_1,4040575,4041149,-,cheZ,70-644/645,.=======/======,6/24,87.29,72.23,vfdb,YP_001006773,(cheZ) chemotaxis regulator CheZ [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081],
148,barcode08,barcode08_contig_1,4041231,4041618,-,cheY,1-388/390,===============,0/0,99.49,77.58,vfdb,YP_001006774,(cheY) chemotaxis regulatory protein CheY [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081],
149,barcode08,barcode08_contig_1,4041659,4042685,-,cheB,1-1030/1050,========/======,8/31,96.48,73.95,vfdb,YP_001006775,(cheB) chemotaxis-specific methylesterase CheB [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081],
150,barcode08,barcode08_contig_1,4042692,4043512,-,cheR,1-821/828,========/======,8/8,98.67,70.06,vfdb,YP_001006776,(cheR) chemotaxis methyltransferase CheR [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081],
151,barcode08,barcode08_contig_1,4045624,4046079,-,cheW,25-480/498,========/======,2/2,91.37,75.49,vfdb,YP_001006779,(cheW) purine-binding chemotaxis protein CheW [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081],
152,barcode08,barcode08_contig_1,4048241,4049002,-,motB,72-827/1245,========/==....,5/16,60.32,68.45,vfdb,YP_001006781,(motB) flagellar motor protein MotB [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081],
153,barcode08,barcode08_contig_1,4049116,4049945,-,motA,13-842/888,========/======,3/4,93.24,73.68,vfdb,YP_001006782,(motA) flagellar motor protein MotA [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081],
154,barcode08,barcode08_contig_1,4050100,4050655,-,flhC,6-564/582,========/======,5/7,95.19,74.87,vfdb,YP_001006783,(flhC) flagellar biosynthesis transcription activator FlhC [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
155,barcode08,barcode08_contig_1,4050724,4051005,-,flhD,9-290/360,========/====..,2/2,78.06,71.03,vfdb,YP_001006784,(flhD) flagellar transcriptional activator FlhD [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
156,barcode08,barcode08_contig_1,4073714,4074406,-,fliA,10-702/723,========/======,2/2,95.71,76.08,vfdb,YP_001006726,(fliA) flagellar biosynthesis sigma factor [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
157,barcode08,barcode08_contig_1,4079131,4079464,+,fliS,41-374/399,.==============,0/0,83.71,70.36,vfdb,YP_001006732,(fliS) flagellar protein FliS [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
158,barcode08,barcode08_contig_1,4084852,4086242,+,fliF,61-1466/1701,========/=====.,23/45,80.89,68.26,vfdb,YP_001006741,(fliF) flagellar M-ring protein FliF [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
159,barcode08,barcode08_contig_1,4086487,4087466,+,fliG,12-991/993,===============,0/0,98.69,79.29,vfdb,YP_001006742,(fliG) flagellar motor switch protein G [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
160,barcode08,barcode08_contig_1,4088243,4089483,+,fliI,43-1280/1332,========/======,8/21,92.27,74.32,vfdb,YP_001006744,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
161,barcode08,barcode08_contig_1,4091800,4092808,+,fliM,1-1005/1005,========/======,4/6,99.9,75.84,vfdb,YP_001006748,(fliM) flagellar motor switch protein FliM [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
162,barcode08,barcode08_contig_1,4092954,4093214,+,fliN,157-417/417,.....==========,0/0,62.59,80.46,vfdb,YP_001006749,(fliN) flagellar motor switch protein FliN [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
163,barcode08,barcode08_contig_1,4093651,4094327,+,fliP,10-686/687,========/======,2/2,98.4,75.37,vfdb,YP_001006751,(fliP) flagellar biosynthetic protein FliP [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
164,barcode08,barcode08_contig_1,4094338,4094584,+,fliQ,1-247/270,==============.,0/0,91.48,72.06,vfdb,YP_001006752,(fliQ) flagellar biosynthetic protein FliQ [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
165,barcode08,barcode08_contig_1,4094851,4095358,+,fliR,236-743/783,....====/======,2/2,64.75,67.19,vfdb,YP_001006753,(fliR) flagellar biosynthetic protein FliR [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081],
166,barcode08,barcode08_contig_1,4192703,4195053,+,sopA,1-2349/2349,========/======,2/2,100.0,99.32,vfdb,NP_461011,(sopA) type III secretion system effector SopA E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
167,barcode08,barcode08_contig_1,4212082,4212838,-,wbaP/rfbP,660-1416/1416,......==/======,4/14,52.97,72.51,vfdb,NP_439033,(wbaP/rfbP) undecaprenyl-phosphate galactosephosphotransferase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
168,barcode08,barcode08_contig_1,4226289,4227238,-,ddhB,1-950/1074,========/=====.,2/6,88.18,71.14,vfdb,YP_001007268,(ddhB) CDP-glucose 46-dehydratase [O-antigen (VF0392)] [Yersinia enterocolitica subsp. enterocolitica 8081],
169,barcode08,barcode08_contig_1,4227243,4228015,-,ddhA,14-786/786,===============,0/0,98.35,71.8,vfdb,YP_001007269,(ddhA) glucose-1-phosphate cytidylyltransferase [O-antigen (VF0392)] [Yersinia enterocolitica subsp. enterocolitica 8081],
170,barcode08,barcode08_contig_1,4231668,4232461,-,rffG,16-785/1014,========/===...,11/38,75.25,67.29,vfdb,NP_439034,(rffG) dTDP-glucose 46-dehydratase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
171,barcode08,barcode08_contig_1,4241212,4242240,-,manB,16-1044/1371,========/===...,7/8,74.76,64.28,vfdb,YP_001007254,(manB) phosphomannomutase [O-antigen (VF0392)] [Yersinia enterocolitica subsp. enterocolitica 8081],
172,barcode08,barcode08_contig_1,4242373,4243224,-,algA,552-1403/1446,.....===/======,7/12,58.51,67.48,vfdb,NP_252241,(algA) phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
173,barcode08,barcode08_contig_1,4245784,4246331,-,fcl,136-683/966,.=======/==....,5/14,56.0,69.37,vfdb,YP_001007256,(fcl) GDP-fucose synthetase [O-antigen (VF0392)] [Yersinia enterocolitica subsp. enterocolitica 8081],
174,barcode08,barcode08_contig_1,4246830,4247560,-,gmd,28-758/1119,========/==....,2/2,65.24,72.13,vfdb,YP_001007257,(gmd) GDP-mannose 46-dehydratase [O-antigen (VF0392)] [Yersinia enterocolitica subsp. enterocolitica 8081],
175,barcode08,barcode08_contig_1,4295537,4296583,+,sseK2,1-1047/1047,===============,0/0,100.0,98.47,vfdb,NP_461081,(sseK2) type III secretion system effector SseK2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
176,barcode08,barcode08_contig_1,4395492,4397858,-,sspH2,1-2367/2367,===============,0/0,100.0,99.87,vfdb,NP_461184,(sspH2) type III secretion system effector SspH2 E3 ubiquitin ligase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
177,barcode08,barcode08_contig_1,4449380,4450333,+,sseL,1-954/954,===============,0/0,100.0,96.75,vfdb,NP_461229,(sseL) type III secretion system effector SseL deubiquitinase [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
178,barcode08,barcode08_contig_1,4613592,4614381,-,pla,149-937/939,..======/======,2/7,83.71,71.88,vfdb,NP_395233,(pla) plasminogen activator protease precursor [Pla (VF0139)] [Yersinia pestis CO92],
179,barcode08,barcode08_contig_1,4737924,4743030,-,shdA,1-5098/6120,========/====..,1/9,83.3,92.93,vfdb,NP_461448,(shdA) AIDA autotransporter-like protein [ShdA (VF0398)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
180,barcode08,barcode08_contig_1,4743724,4751031,-,ratB,1-7308/7308,===============,0/0,100.0,98.93,vfdb,NP_461449,(ratB) putative outer membrane protein [RatB (VF0399)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
181,barcode08,barcode08_contig_1,4757938,4760130,-,sinH,1-2193/2193,===============,0/0,100.0,99.77,vfdb,NP_461452,(sinH) intimin-like protein [SinH (VF0400)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
182,barcode08,barcode08_contig_1,4840121,4840518,-,algU,154-551/582,...=====/======,4/6,67.87,68.08,vfdb,NP_249453,(algU) alginate biosynthesis protein AlgZ/FimS [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
183,barcode08,barcode08_contig_3,5266,6565,-,ybtS,1-1300/1305,===============,0/0,99.62,92.69,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
184,barcode08,barcode08_contig_3,6593,7873,-,ybtX,1-1281/1281,===============,0/0,100.0,98.05,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
185,barcode08,barcode08_contig_3,7866,9668,-,ybtQ,1-1803/1803,===============,0/0,100.0,97.0,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
186,barcode08,barcode08_contig_3,9655,11457,-,ybtP,1-1803/1803,===============,0/0,100.0,97.5,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
187,barcode08,barcode08_contig_3,11825,12784,+,ybtA,1-960/960,===============,0/0,100.0,97.92,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
188,barcode08,barcode08_contig_3,12975,19082,+,irp2,1-6108/6108,===============,0/0,100.0,97.64,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
189,barcode08,barcode08_contig_3,19170,28668,+,irp1,1-9492/9492,========/======,2/7,100.0,97.09,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
190,barcode08,barcode08_contig_3,28665,29765,+,ybtU,1-1101/1101,===============,0/0,100.0,97.55,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
191,barcode08,barcode08_contig_3,29762,30565,+,ybtT,1-804/804,===============,0/0,100.0,98.26,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
192,barcode08,barcode08_contig_3,30569,32146,+,ybtE,1-1578/1578,===============,0/0,100.0,96.96,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
193,barcode08,barcode08_contig_3,32277,34298,+,fyuA,1-2022/2022,===============,0/0,100.0,97.03,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
194,barcode08,barcode08_contig_3,79462,79846,-,f17d-D,54-438/723,.=======/=.....,5/10,52.56,69.74,vfdb,AAA92619,(f17d-D) F17 fimbrial chaperone [F17 pili (AI037)] [Escherichia coli str. 111KH86],
195,barcode08,barcode08_contig_3,87957,88709,-,faeI,11-763/765,========/======,8/12,97.65,70.88,vfdb,YP_002295990,(faeI) fimbrial protein FaeI [K88 pili/F4 fimbriae (AI040)] [Escherichia coli SE11],
196,barcode08,barcode08_contig_3,88753,89538,-,faeH,1-786/798,========/======,2/2,98.37,74.97,vfdb,YP_002295989,(faeH) fimbrial protein FaeH [K88 pili/F4 fimbriae (AI040)] [Escherichia coli SE11],
197,barcode08,barcode08_contig_3,90765,91191,-,faeF,61-487/492,.=======/======,2/2,86.59,75.7,vfdb,YP_002295987,(faeF) fimbrial protein FaeF [K88 pili/F4 fimbriae (AI040)] [Escherichia coli SE11],
198,barcode08,barcode08_contig_3,91324,92033,-,faeE,28-737/777,========/======,2/2,91.25,83.97,vfdb,YP_002295986,(faeE) fimbrial chaperone FaeE [K88 pili/F4 fimbriae (AI040)] [Escherichia coli SE11],
199,barcode08,barcode08_contig_3,92083,94440,-,faeD,82-2439/2439,========/======,2/4,96.6,82.46,vfdb,YP_002295985,(faeD) fimbrial usher protein FaeD [K88 pili/F4 fimbriae (AI040)] [Escherichia coli SE11],
200,barcode08,barcode08_contig_3,94541,95040,-,faeC,43-545/546,.=======/======,1/3,91.58,79.92,vfdb,AAL47165,(faeC) FaeC [K88 pili/F4 fimbriae (AI040)] [Escherichia coli],
201,barcode08,barcode08_contig_3,95159,95377,-,draA,62-280/306,...===========.,0/0,71.57,73.06,vfdb,AAK16475,(draA) cytoplamic protein DraA [Dr adhesins (VF0223)] [Escherichia coli O75:K5:H- str. IH11128],
202,barcode08,barcode08_contig_3,273908,274393,-,pilW,10-495/921,========/......,2/2,52.66,65.5,vfdb,YP_001007658,(pilW) type IV fimbrial biogenesis protein PilW [Type IV pili (CVF049)] [Yersinia enterocolitica subsp. enterocolitica 8081],
0,barcode09,barcode09_contig_2,99276,99977,+,pilW,16-717/921,========/===...,7/10,75.68,64.78,vfdb,YP_001007658,(pilW) type IV fimbrial biogenesis protein PilW [Type IV pili (CVF049)] [Yersinia enterocolitica subsp. enterocolitica 8081],
1,barcode09,barcode09_contig_2,325263,326182,+,rfaD,1-917/927,========/======,7/9,98.6,71.07,vfdb,NP_439271,(rfaD) ADP-L-glycero-D-mannoheptose-6-epimerase [LOS (VF0044)] [Haemophilus influenzae Rd KW20],
2,barcode09,barcode09_contig_2,373720,376572,+,misL,1-2868/2868,========/======,1/15,99.48,97.49,vfdb,NP_462656,(misL) putative autotransporter [MisL (VF0397)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
3,barcode09,barcode09_contig_2,380488,383214,-,mgtB,1-2727/2727,===============,0/0,100.0,98.61,vfdb,NP_462662,(mgtB) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
4,barcode09,barcode09_contig_2,383434,384129,-,mgtC,1-696/696,===============,0/0,100.0,98.42,vfdb,NP_462663,(mgtC) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
5,barcode09,barcode09_contig_2,562575,563127,+,rffG,203-755/1014,..======/===...,2/4,54.34,67.39,vfdb,NP_439034,(rffG) dTDP-glucose 46-dehydratase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
6,barcode09,barcode09_contig_2,798777,799787,+,sseK1,1-1011/1011,===============,0/0,100.0,98.71,vfdb,NP_463026,(sseK1) type III secretion system effector SseK1 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
7,barcode09,barcode09_contig_2,826828,827923,+,icl,197-1271/1287,..======/======,18/55,82.21,65.86,vfdb,YP_177728,(icl) Isocitrate lyase Icl (isocitrase) (isocitratase) [Isocitrate lyase (VF0253)] [Mycobacterium tuberculosis H37Rv],
8,barcode09,barcode09_contig_2,984402,986042,+,htpB,10-1653/1653,========/======,11/17,98.85,70.56,vfdb,YP_094724,(htpB) Hsp60 60K heat shock protein HtpB [Hsp60 (VF0159)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
9,barcode09,barcode09_contig_2,1171662,1172210,+,pilW,7-554/921,========/=.....,7/7,59.17,67.03,vfdb,YP_001007658,(pilW) type IV fimbrial biogenesis protein PilW [Type IV pili (CVF049)] [Yersinia enterocolitica subsp. enterocolitica 8081],
10,barcode09,barcode09_contig_2,1181269,1182785,+,cheD,1-1517/1674,========/=====.,11/32,89.67,70.65,vfdb,YP_001006778,(cheD) methyl-accepting chemotaxis protein CheD [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081],
11,barcode09,barcode09_contig_2,1394552,1395411,+,lpxC,1-860/918,========/======,7/10,93.14,70.75,vfdb,NP_439302,(lpxC) UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
12,barcode09,barcode09_contig_2,1511239,1511852,+,lpxD,352-965/1026,.....==========,0/0,59.84,70.52,vfdb,NP_439075,(lpxD) UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
13,barcode09,barcode09_contig_2,1513295,1514231,+,lpxB,18-954/1173,========/====..,14/30,78.6,66.07,vfdb,NP_439218,(lpxB) lipid-A-disaccharide synthase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
14,barcode09,barcode09_contig_2,1531010,1531726,-,IlpA,100-810/810,.=======/======,5/12,87.41,68.89,vfdb,NP_933683,(IlpA) immunogenic lipoprotein A  [IlpA (VF0513)] [Vibrio vulnificus YJ016],
15,barcode09,barcode09_contig_2,1559394,1559863,+,hsiB1/vipA,22-491/519,===============,0/0,90.56,70.21,vfdb,NP_248773,(hsiB1/vipA) type VI secretion system tubule-forming protein VipA [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
16,barcode09,barcode09_contig_2,1560170,1561425,+,hsiC1/vipB,229-1481/1497,..======/======,7/15,83.3,74.96,vfdb,NP_248774,(hsiC1/vipB) type VI secretion system tubule-forming protein VipB [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
17,barcode09,barcode09_contig_2,1598193,1598605,+,gmhA/lpcA,130-542/585,...===========.,0/0,70.6,77.72,vfdb,NP_439337,(gmhA/lpcA) phosphoheptose isomerase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
18,barcode09,barcode09_contig_2,1745053,1745594,+,clpP,19-560/597,========/======,3/4,90.45,65.07,vfdb,NP_465991,(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e],
19,barcode09,barcode09_contig_2,1848064,1848597,+,fimI,1-534/534,===============,0/0,100.0,98.88,vfdb,NP_459539,(fimI) fimbrial protein internal segment [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
20,barcode09,barcode09_contig_2,1848641,1849334,+,fimC,1-693/693,========/======,1/1,100.0,98.42,vfdb,NP_459540,(fimC) chaperone protein FimC [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
21,barcode09,barcode09_contig_2,1849365,1851977,+,fimD,1-2613/2613,===============,0/0,100.0,98.74,vfdb,NP_459541,(fimD) usher protein FimD [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
22,barcode09,barcode09_contig_2,1851992,1852999,+,fimH,1-1008/1008,===============,0/0,100.0,99.01,vfdb,NP_459542,(fimH) type I fimbriae minor fimbrial subunit FimH adhesin [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
23,barcode09,barcode09_contig_2,1853009,1853527,+,fimF,1-519/519,===============,0/0,100.0,99.23,vfdb,NP_459543,(fimF) type I fimbriae adaptor protein FimF [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
24,barcode09,barcode09_contig_2,1859856,1860763,-,gtrB,1-908/930,===============,0/0,97.63,77.09,vfdb,NP_706258,(gtrB) bactoprenol glucosyl transferase [LPS (VF0124)] [Shigella flexneri 2a str. 301],
25,barcode09,barcode09_contig_2,1860760,1861122,-,gtrA,1-363/363,===============,0/0,100.0,74.93,vfdb,NP_706257,(gtrA) bactoprenol-linked glucose translocase/flippase [LPS (VF0124)] [Shigella flexneri 2a str. 301],
26,barcode09,barcode09_contig_2,1884973,1887228,-,fepA,1-2241/2241,========/======,13/43,99.38,78.5,vfdb,NP_752600,(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073],
27,barcode09,barcode09_contig_2,1887438,1888620,+,fes,19-1188/1203,========/======,11/23,96.84,72.56,vfdb,NP_752602,(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073],
28,barcode09,barcode09_contig_2,1888878,1892710,+,entF,1-3830/3882,========/======,22/43,98.15,74.38,vfdb,NP_752604,(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073],
29,barcode09,barcode09_contig_2,1894209,1894996,-,fepC,1-788/816,========/======,2/2,96.45,80.48,vfdb,NP_752606,(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073],
30,barcode09,barcode09_contig_2,1894993,1895901,-,fepG,85-993/993,.==============,0/0,91.54,80.31,vfdb,NP_752607,(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
31,barcode09,barcode09_contig_2,1895990,1896999,-,fepD,3-1012/1017,===============,0/0,99.31,78.32,vfdb,NP_752608,(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
32,barcode09,barcode09_contig_2,1897100,1898326,+,entS,1-1227/1251,===============,0/0,98.08,78.57,vfdb,NP_752609,(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073],
33,barcode09,barcode09_contig_2,1898444,1899311,-,fepB,53-920/957,===============,0/0,90.7,77.19,vfdb,NP_752610,(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073],
34,barcode09,barcode09_contig_2,1899661,1900847,+,entC,2-1188/1188,========/======,4/4,99.75,78.13,vfdb,NP_752611,(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073],
35,barcode09,barcode09_contig_2,1900857,1902454,+,entE,1-1598/1611,========/======,4/4,99.07,79.81,vfdb,NP_752612,(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
36,barcode09,barcode09_contig_2,1902481,1903331,+,entB,1-851/858,===============,0/0,99.18,80.61,vfdb,NP_752613,(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073],
37,barcode09,barcode09_contig_2,1903362,1904089,+,entA,16-743/747,===============,0/0,97.46,80.5,vfdb,NP_752614,(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073],
38,barcode09,barcode09_contig_2,2239903,2240862,+,sopD2,1-960/960,===============,0/0,100.0,95.94,vfdb,NP_459947,(sopD2) type III secretion system effector SopD2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
39,barcode09,barcode09_contig_2,2260517,2261227,+,kdsB,12-734/765,========/======,5/18,92.55,64.05,vfdb,NP_438231,(kdsB) 3-deoxy-manno-octulosonate cytidylyltransferase [LOS (CVF494)] [Haemophilus influenzae Rd KW20],
40,barcode09,barcode09_contig_2,2300984,2302036,-,ompA,1-1041/1041,========/======,1/12,100.0,89.55,vfdb,AAF37887,(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218],
41,barcode09,barcode09_contig_2,2316467,2317342,-,pipB,1-876/876,===============,0/0,100.0,98.63,vfdb,NP_460061,(pipB) type III secretion system effector PipB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
42,barcode09,barcode09_contig_2,2318623,2320308,-,sopB/sigD,1-1686/1686,===============,0/0,100.0,98.52,vfdb,NP_460064,(sopB/sigD) type III secretion system effector SopB phosphoinositide phosphatase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
43,barcode09,barcode09_contig_2,2361262,2362095,-,csgG,1-834/834,===============,0/0,100.0,99.16,vfdb,NP_460110,(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
44,barcode09,barcode09_contig_2,2362122,2362538,-,csgF,1-417/417,===============,0/0,100.0,100.0,vfdb,NP_460111,(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
